Hospital_ID,Hospital_Name,State,City,Hospital_Type,Beds,Rating,Contact,Email,Pincode,Accredited
HOS0252,City Hospital 252,Uttar Pradesh,Delhi,Private,742,3.2,9987138151,h251@hospital.com,246347,Yes
HOS0253,City Hospital 253,West Bengal,Delhi,Private,382,4.1,9462616464,h252@hospital.com,464031,No
HOS0254,City Hospital 254,Tamil Nadu,Pune,Government,475,4.9,9565040313,h253@hospital.com,605120,Yes
HOS0255,City Hospital 255,West Bengal,Delhi,Private,306,3.1,9775719091,h254@hospital.com,332608,No
HOS0256,City Hospital 256,West Bengal,Pune,Private,410,3.7,9556943319,h255@hospital.com,180227,Yes
HOS0257,City Hospital 257,Delhi,Delhi,Government,568,3.6,9594265687,h256@hospital.com,327843,No
HOS0258,City Hospital 258,West Bengal,Delhi,Government,906,3.1,9407752461,h257@hospital.com,976746,No
HOS0259,City Hospital 259,Telangana,Hyderabad,Private,976,4.9,9513087235,h258@hospital.com,422112,No
HOS0260,City Hospital 260,Delhi,Hyderabad,Government,448,4.9,9610291591,h259@hospital.com,764248,Yes
HOS0261,City Hospital 261,Gujarat,Hyderabad,Government,608,5.0,9340248871,h260@hospital.com,108042,No
HOS0262,City Hospital 262,Maharashtra,Pune,Government,656,3.6,9379925544,h261@hospital.com,897577,No
HOS0263,City Hospital 263,Delhi,Delhi,Government,465,4.1,9518002791,h262@hospital.com,608109,No
HOS0264,City Hospital 264,Karnataka,Hyderabad,Government,237,4.7,9231036643,h263@hospital.com,218911,No
HOS0265,City Hospital 265,Maharashtra,Pune,Government,931,3.0,9810871912,h264@hospital.com,594877,Yes
HOS0266,City Hospital 266,Telangana,Hyderabad,Government,420,4.0,9933314332,h265@hospital.com,378497,Yes
HOS0267,City Hospital 267,Gujarat,Hyderabad,Private,88,4.8,9150083989,h266@hospital.com,550092,No
HOS0268,City Hospital 268,West Bengal,Pune,Private,291,3.7,9217502306,h267@hospital.com,224501,No
HOS0269,City Hospital 269,West Bengal,Hyderabad,Government,352,3.7,9140758292,h268@hospital.com,375026,Yes
HOS0270,City Hospital 270,Tamil Nadu,Hyderabad,Private,104,4.5,9805056332,h269@hospital.com,920553,No
HOS0271,City Hospital 271,Tamil Nadu,Hyderabad,Government,78,5.0,9378808333,h270@hospital.com,309065,No
HOS0272,City Hospital 272,Maharashtra,Pune,Government,566,3.2,9184794938,h271@hospital.com,969131,Yes
HOS0273,City Hospital 273,Gujarat,Hyderabad,Government,799,5.0,9520374120,h272@hospital.com,817365,Yes
HOS0274,City Hospital 274,Karnataka,Hyderabad,Private,485,3.7,9854790145,h273@hospital.com,804964,Yes
HOS0275,City Hospital 275,Telangana,Delhi,Private,758,3.4,9908055686,h274@hospital.com,322617,Yes
HOS0276,City Hospital 276,Karnataka,Delhi,Government,622,3.7,9207765828,h275@hospital.com,530063,Yes
HOS0277,City Hospital 277,Tamil Nadu,Delhi,Government,647,4.9,9600745257,h276@hospital.com,520439,Yes
HOS0278,City Hospital 278,Maharashtra,Pune,Private,147,3.0,9145070677,h277@hospital.com,286604,Yes
HOS0279,City Hospital 279,West Bengal,Hyderabad,Private,369,4.2,9207139996,h278@hospital.com,537162,No
HOS0280,City Hospital 280,West Bengal,Delhi,Government,473,4.5,9969445174,h279@hospital.com,285240,Yes
HOS0281,City Hospital 281,Telangana,Pune,Government,123,5.0,9571468972,h280@hospital.com,863450,No
HOS0282,City Hospital 282,West Bengal,Delhi,Government,639,3.6,9691548754,h281@hospital.com,352790,No
HOS0283,City Hospital 283,Gujarat,Pune,Private,234,4.0,9708820245,h282@hospital.com,421673,Yes
HOS0284,City Hospital 284,Uttar Pradesh,Hyderabad,Government,799,4.2,9296046597,h283@hospital.com,598288,Yes
HOS0285,City Hospital 285,Gujarat,Pune,Government,820,5.0,9153687935,h284@hospital.com,769993,No
HOS0286,City Hospital 286,Uttar Pradesh,Pune,Government,847,4.7,9457457271,h285@hospital.com,500161,Yes
HOS0287,City Hospital 287,Uttar Pradesh,Pune,Government,845,3.6,9376022168,h286@hospital.com,863949,Yes
HOS0288,City Hospital 288,Delhi,Delhi,Private,656,4.1,9388669395,h287@hospital.com,342038,Yes
HOS0289,City Hospital 289,Karnataka,Pune,Government,777,4.9,9407832400,h288@hospital.com,433949,Yes
HOS0290,City Hospital 290,Karnataka,Hyderabad,Private,258,3.7,9686134033,h289@hospital.com,493402,Yes
HOS0291,City Hospital 291,Gujarat,Pune,Private,318,3.5,9643573512,h290@hospital.com,347406,Yes
HOS0292,City Hospital 292,Gujarat,Delhi,Private,970,4.0,9945575113,h291@hospital.com,168203,Yes
HOS0293,City Hospital 293,Karnataka,Pune,Government,502,3.8,9337985448,h292@hospital.com,453050,Yes
HOS0294,City Hospital 294,Telangana,Delhi,Government,532,3.1,9104767975,h293@hospital.com,687912,No
HOS0295,City Hospital 295,Karnataka,Pune,Private,626,4.4,9313255546,h294@hospital.com,857873,No
HOS0296,City Hospital 296,Telangana,Hyderabad,Private,938,4.1,9902283227,h295@hospital.com,762535,Yes
HOS0297,City Hospital 297,West Bengal,Pune,Private,126,3.2,9941678638,h296@hospital.com,844081,No
HOS0298,City Hospital 298,Karnataka,Pune,Government,440,3.8,9983408249,h297@hospital.com,607275,No
HOS0299,City Hospital 299,Telangana,Pune,Government,816,3.2,9570439871,h298@hospital.com,925521,No
HOS0300,City Hospital 300,Delhi,Hyderabad,Private,413,4.5,9173138868,h299@hospital.com,886308,Yes
HOS0301,City Hospital 301,Gujarat,Delhi,Private,84,3.4,9379491739,h300@hospital.com,384394,Yes
HOS0302,City Hospital 302,Delhi,Pune,Private,318,4.4,9293906594,h301@hospital.com,265946,Yes
HOS0303,City Hospital 303,Uttar Pradesh,Delhi,Government,779,4.1,9220504489,h302@hospital.com,549824,No
HOS0304,City Hospital 304,Karnataka,Delhi,Government,394,4.1,9748534113,h303@hospital.com,582645,No
HOS0305,City Hospital 305,Gujarat,Pune,Private,775,3.6,9888884127,h304@hospital.com,262005,No
HOS0306,City Hospital 306,Delhi,Hyderabad,Government,812,4.8,9760471224,h305@hospital.com,646147,No
HOS0307,City Hospital 307,Uttar Pradesh,Delhi,Private,406,3.4,9258508483,h306@hospital.com,158893,No
HOS0308,City Hospital 308,Telangana,Delhi,Private,711,4.1,9939468151,h307@hospital.com,535578,Yes
HOS0309,City Hospital 309,Gujarat,Pune,Government,224,4.8,9268224157,h308@hospital.com,311765,No
HOS0310,City Hospital 310,Telangana,Hyderabad,Private,171,3.2,9198888335,h309@hospital.com,424931,No
HOS0311,City Hospital 311,Telangana,Pune,Private,188,3.1,9183855024,h310@hospital.com,758902,Yes
HOS0312,City Hospital 312,Telangana,Pune,Private,913,4.2,9846792861,h311@hospital.com,922183,Yes
HOS0313,City Hospital 313,West Bengal,Pune,Private,890,4.7,9390231067,h312@hospital.com,983697,No
HOS0314,City Hospital 314,Tamil Nadu,Pune,Private,408,4.4,9989749098,h313@hospital.com,898013,No
HOS0315,City Hospital 315,Karnataka,Delhi,Private,631,3.2,9350277435,h314@hospital.com,238622,No
HOS0316,City Hospital 316,West Bengal,Pune,Government,286,4.4,9676266520,h315@hospital.com,550556,Yes
HOS0317,City Hospital 317,Gujarat,Pune,Private,514,4.1,9427605544,h316@hospital.com,421977,No
HOS0318,City Hospital 318,Telangana,Delhi,Private,712,4.6,9915817126,h317@hospital.com,742982,Yes
HOS0319,City Hospital 319,West Bengal,Delhi,Government,834,4.8,9149982123,h318@hospital.com,518914,Yes
HOS0320,City Hospital 320,West Bengal,Delhi,Government,611,4.1,9224879687,h319@hospital.com,398060,No
HOS0321,City Hospital 321,West Bengal,Delhi,Private,412,4.3,9168057440,h320@hospital.com,302634,Yes
HOS0322,City Hospital 322,Karnataka,Delhi,Government,679,3.5,9608728249,h321@hospital.com,955686,Yes
HOS0323,City Hospital 323,Gujarat,Pune,Private,178,3.8,9811004589,h322@hospital.com,470381,No
HOS0324,City Hospital 324,Telangana,Hyderabad,Private,939,4.8,9162362833,h323@hospital.com,327650,Yes
HOS0325,City Hospital 325,Delhi,Pune,Private,684,3.1,9333684912,h324@hospital.com,742464,No
HOS0326,City Hospital 326,Karnataka,Pune,Government,896,3.9,9595848423,h325@hospital.com,437171,Yes
HOS0327,City Hospital 327,Uttar Pradesh,Pune,Private,348,3.6,9308833003,h326@hospital.com,750656,No
HOS0328,City Hospital 328,Karnataka,Pune,Private,480,5.0,9115935677,h327@hospital.com,171929,Yes
HOS0329,City Hospital 329,Gujarat,Delhi,Private,746,4.3,9201036335,h328@hospital.com,624193,No
HOS0330,City Hospital 330,Telangana,Delhi,Private,431,3.8,9679875211,h329@hospital.com,789790,No
HOS0331,City Hospital 331,Telangana,Delhi,Government,810,5.0,9154826470,h330@hospital.com,942391,Yes
HOS0332,City Hospital 332,Delhi,Hyderabad,Government,173,4.3,9301810173,h331@hospital.com,970089,Yes
HOS0333,City Hospital 333,Tamil Nadu,Hyderabad,Private,574,3.7,9229788167,h332@hospital.com,435184,No
HOS0334,City Hospital 334,Maharashtra,Pune,Government,923,3.8,9713159894,h333@hospital.com,374195,Yes
HOS0335,City Hospital 335,Telangana,Pune,Private,752,4.7,9649680237,h334@hospital.com,417422,Yes
HOS0336,City Hospital 336,Gujarat,Hyderabad,Private,148,4.2,9616618396,h335@hospital.com,394288,Yes
HOS0337,City Hospital 337,Tamil Nadu,Pune,Private,197,3.3,9201449062,h336@hospital.com,405321,Yes
HOS0338,City Hospital 338,Karnataka,Delhi,Government,275,3.4,9903275306,h337@hospital.com,495395,No
HOS0339,City Hospital 339,Telangana,Delhi,Private,317,4.0,9765983698,h338@hospital.com,131509,No
HOS0340,City Hospital 340,Maharashtra,Pune,Government,819,4.2,9728431157,h339@hospital.com,928198,Yes
HOS0341,City Hospital 341,Telangana,Delhi,Private,554,3.8,9438333054,h340@hospital.com,375969,Yes
HOS0342,City Hospital 342,Tamil Nadu,Pune,Private,109,3.5,9800064048,h341@hospital.com,279839,No
HOS0343,City Hospital 343,Karnataka,Pune,Private,458,4.0,9131943821,h342@hospital.com,118172,No
HOS0344,City Hospital 344,Karnataka,Pune,Government,654,4.0,9211263917,h343@hospital.com,678588,No
HOS0345,City Hospital 345,Karnataka,Pune,Government,270,4.9,9986425323,h344@hospital.com,104464,Yes
HOS0346,City Hospital 346,Tamil Nadu,Pune,Government,421,3.6,9298889827,h345@hospital.com,421855,No
HOS0347,City Hospital 347,Tamil Nadu,Delhi,Government,76,3.8,9659135776,h346@hospital.com,661626,No
HOS0348,City Hospital 348,Karnataka,Pune,Government,111,4.6,9643092596,h347@hospital.com,811037,No
HOS0349,City Hospital 349,Maharashtra,Delhi,Private,684,3.6,9287355038,h348@hospital.com,469450,No
HOS0350,City Hospital 350,Karnataka,Delhi,Government,425,4.4,9846940562,h349@hospital.com,657321,Yes
HOS0351,City Hospital 351,Maharashtra,Hyderabad,Private,845,3.4,9242414119,h350@hospital.com,672299,No
HOS0352,City Hospital 352,Gujarat,Hyderabad,Private,96,3.1,9213854233,h351@hospital.com,195969,No
HOS0353,City Hospital 353,Gujarat,Pune,Private,141,4.8,9226674004,h352@hospital.com,150274,No
HOS0354,City Hospital 354,Telangana,Pune,Government,359,4.1,9395235481,h353@hospital.com,884717,Yes
HOS0355,City Hospital 355,Uttar Pradesh,Hyderabad,Government,986,3.9,9661262922,h354@hospital.com,909086,Yes
HOS0356,City Hospital 356,Telangana,Delhi,Private,909,3.6,9607772121,h355@hospital.com,577679,Yes
HOS0357,City Hospital 357,West Bengal,Hyderabad,Government,781,4.9,9139879544,h356@hospital.com,799112,Yes
HOS0358,City Hospital 358,Karnataka,Delhi,Private,603,4.2,9140035593,h357@hospital.com,310823,No
HOS0359,City Hospital 359,Maharashtra,Delhi,Private,656,4.8,9100432529,h358@hospital.com,252511,Yes
HOS0360,City Hospital 360,Tamil Nadu,Pune,Private,755,4.7,9789919408,h359@hospital.com,149725,Yes
HOS0361,City Hospital 361,Telangana,Hyderabad,Government,803,3.3,9910810572,h360@hospital.com,915539,Yes
HOS0362,City Hospital 362,Gujarat,Hyderabad,Private,356,4.4,9118852841,h361@hospital.com,107823,Yes
HOS0363,City Hospital 363,Telangana,Pune,Private,170,4.8,9410576637,h362@hospital.com,648374,Yes
HOS0364,City Hospital 364,Uttar Pradesh,Delhi,Government,784,4.1,9495089288,h363@hospital.com,689900,Yes
HOS0365,City Hospital 365,Telangana,Pune,Private,927,4.9,9520759255,h364@hospital.com,431890,No
HOS0366,City Hospital 366,Gujarat,Delhi,Private,667,4.2,9474127686,h365@hospital.com,633741,Yes
HOS0367,City Hospital 367,Tamil Nadu,Pune,Government,709,3.2,9237943055,h366@hospital.com,127697,Yes
HOS0368,City Hospital 368,West Bengal,Delhi,Government,572,3.4,9354062409,h367@hospital.com,659359,Yes
HOS0369,City Hospital 369,Uttar Pradesh,Delhi,Private,207,3.8,9713133497,h368@hospital.com,345019,Yes
HOS0370,City Hospital 370,Telangana,Hyderabad,Private,617,3.2,9647946803,h369@hospital.com,988769,No
HOS0371,City Hospital 371,Tamil Nadu,Hyderabad,Private,824,3.0,9702580315,h370@hospital.com,490649,No
HOS0372,City Hospital 372,Uttar Pradesh,Pune,Private,976,3.7,9574187845,h371@hospital.com,717405,No
HOS0373,City Hospital 373,Telangana,Hyderabad,Government,368,4.6,9211012573,h372@hospital.com,743777,Yes
HOS0374,City Hospital 374,Tamil Nadu,Pune,Government,930,4.4,9242678683,h373@hospital.com,946970,Yes
HOS0375,City Hospital 375,Maharashtra,Hyderabad,Government,369,3.2,9514070753,h374@hospital.com,109457,Yes
HOS0376,City Hospital 376,Gujarat,Hyderabad,Private,623,3.0,9100054630,h375@hospital.com,389050,Yes
HOS0377,City Hospital 377,West Bengal,Delhi,Private,642,3.0,9800445706,h376@hospital.com,822869,No
HOS0378,City Hospital 378,West Bengal,Pune,Government,183,3.9,9650515672,h377@hospital.com,575203,Yes
HOS0379,City Hospital 379,Karnataka,Delhi,Private,321,3.1,9527473370,h378@hospital.com,352186,No
HOS0380,City Hospital 380,West Bengal,Hyderabad,Government,53,3.5,9537682901,h379@hospital.com,682443,No
HOS0381,City Hospital 381,Telangana,Delhi,Government,222,4.6,9726563060,h380@hospital.com,117313,Yes
HOS0382,City Hospital 382,Karnataka,Hyderabad,Government,293,4.7,9242839243,h381@hospital.com,320008,No
HOS0383,City Hospital 383,Delhi,Delhi,Government,993,3.2,9262167856,h382@hospital.com,990993,No
HOS0384,City Hospital 384,Maharashtra,Delhi,Private,767,4.2,9963734182,h383@hospital.com,619302,Yes
HOS0385,City Hospital 385,Telangana,Delhi,Government,530,4.2,9802610782,h384@hospital.com,578582,No
HOS0386,City Hospital 386,Maharashtra,Pune,Private,76,3.7,9689621531,h385@hospital.com,370404,No
HOS0387,City Hospital 387,Maharashtra,Pune,Government,746,3.1,9208349231,h386@hospital.com,534446,Yes
HOS0388,City Hospital 388,Uttar Pradesh,Delhi,Government,119,3.7,9158208614,h387@hospital.com,807067,No
HOS0389,City Hospital 389,Telangana,Pune,Private,938,3.5,9435463235,h388@hospital.com,346626,No
HOS0390,City Hospital 390,Gujarat,Delhi,Government,796,3.5,9608367406,h389@hospital.com,447510,Yes
HOS0391,City Hospital 391,Maharashtra,Delhi,Private,309,3.5,9892103036,h390@hospital.com,384079,No
HOS0392,City Hospital 392,Karnataka,Pune,Government,284,4.6,9550115218,h391@hospital.com,425348,Yes
HOS0393,City Hospital 393,Karnataka,Delhi,Private,505,3.1,9527323154,h392@hospital.com,607289,No
HOS0394,City Hospital 394,Gujarat,Delhi,Government,906,3.3,9916242853,h393@hospital.com,186150,Yes
HOS0395,City Hospital 395,Telangana,Delhi,Government,265,3.7,9652875966,h394@hospital.com,436009,No
HOS0396,City Hospital 396,Tamil Nadu,Delhi,Government,995,3.6,9710115426,h395@hospital.com,287719,No
HOS0397,City Hospital 397,Karnataka,Pune,Government,712,3.5,9617050585,h396@hospital.com,614369,Yes
HOS0398,City Hospital 398,Maharashtra,Hyderabad,Government,565,4.7,9259682650,h397@hospital.com,984269,Yes
HOS0399,City Hospital 399,Telangana,Pune,Private,314,4.2,9102482574,h398@hospital.com,857811,No
HOS0400,City Hospital 400,Tamil Nadu,Delhi,Private,56,4.3,9194988636,h399@hospital.com,792892,Yes
HOS0401,City Hospital 401,Tamil Nadu,Hyderabad,Private,642,3.7,9846446986,h400@hospital.com,130195,No
HOS0402,City Hospital 402,Uttar Pradesh,Pune,Private,353,3.6,9816273908,h401@hospital.com,567856,Yes
HOS0403,City Hospital 403,Maharashtra,Pune,Private,991,4.9,9659458720,h402@hospital.com,837472,Yes
HOS0404,City Hospital 404,West Bengal,Delhi,Government,975,3.6,9440201176,h403@hospital.com,630037,Yes
HOS0405,City Hospital 405,Delhi,Pune,Government,517,4.5,9305634401,h404@hospital.com,615295,Yes
HOS0406,City Hospital 406,Uttar Pradesh,Delhi,Private,833,3.1,9783135519,h405@hospital.com,384165,No
HOS0407,City Hospital 407,Tamil Nadu,Pune,Government,340,4.3,9804210537,h406@hospital.com,710962,No
HOS0408,City Hospital 408,Karnataka,Delhi,Government,225,4.6,9415352123,h407@hospital.com,378875,Yes
HOS0409,City Hospital 409,Gujarat,Delhi,Government,304,3.7,9796771888,h408@hospital.com,870049,No
HOS0410,City Hospital 410,Tamil Nadu,Delhi,Private,681,3.4,9407889564,h409@hospital.com,739625,Yes
HOS0411,City Hospital 411,Gujarat,Hyderabad,Government,433,3.8,9291663064,h410@hospital.com,335592,No
HOS0412,City Hospital 412,Tamil Nadu,Pune,Government,263,4.0,9409524650,h411@hospital.com,913316,No
HOS0413,City Hospital 413,Delhi,Pune,Private,636,4.2,9233904822,h412@hospital.com,418577,No
HOS0414,City Hospital 414,Gujarat,Delhi,Private,506,4.6,9990691820,h413@hospital.com,273212,Yes
HOS0415,City Hospital 415,Tamil Nadu,Pune,Government,524,3.5,9736124381,h414@hospital.com,672051,No
HOS0416,City Hospital 416,Karnataka,Hyderabad,Government,587,3.0,9180961949,h415@hospital.com,288124,No
HOS0417,City Hospital 417,Karnataka,Pune,Government,947,4.3,9645132885,h416@hospital.com,169098,Yes
HOS0418,City Hospital 418,Uttar Pradesh,Hyderabad,Private,720,4.9,9849060884,h417@hospital.com,334839,No
HOS0419,City Hospital 419,Telangana,Pune,Private,485,4.0,9650992999,h418@hospital.com,480684,Yes
HOS0420,City Hospital 420,Telangana,Hyderabad,Government,318,3.8,9132874709,h419@hospital.com,337935,Yes
HOS0421,City Hospital 421,West Bengal,Delhi,Private,967,4.9,9676683842,h420@hospital.com,528649,No
HOS0422,City Hospital 422,Uttar Pradesh,Delhi,Government,781,4.9,9219754094,h421@hospital.com,258498,No
HOS0423,City Hospital 423,Maharashtra,Delhi,Private,831,3.4,9811056242,h422@hospital.com,164459,No
HOS0424,City Hospital 424,West Bengal,Hyderabad,Government,319,3.4,9130427035,h423@hospital.com,229566,Yes
HOS0425,City Hospital 425,West Bengal,Hyderabad,Private,592,5.0,9828884267,h424@hospital.com,383590,Yes
HOS0426,City Hospital 426,Karnataka,Hyderabad,Private,141,4.4,9721984515,h425@hospital.com,765589,Yes
HOS0427,City Hospital 427,Karnataka,Pune,Private,847,3.2,9705170393,h426@hospital.com,713637,Yes
HOS0428,City Hospital 428,Gujarat,Delhi,Government,858,4.8,9573711142,h427@hospital.com,527902,Yes
HOS0429,City Hospital 429,Delhi,Hyderabad,Private,790,3.2,9858466237,h428@hospital.com,605308,Yes
HOS0430,City Hospital 430,Telangana,Delhi,Private,332,4.0,9558663981,h429@hospital.com,463906,Yes
HOS0431,City Hospital 431,West Bengal,Delhi,Private,541,4.7,9787478094,h430@hospital.com,415395,No
HOS0432,City Hospital 432,Maharashtra,Delhi,Private,622,3.4,9578007005,h431@hospital.com,711953,No
HOS0433,City Hospital 433,Uttar Pradesh,Hyderabad,Private,934,4.4,9523774274,h432@hospital.com,553527,No
HOS0434,City Hospital 434,Karnataka,Pune,Government,957,3.3,9288576059,h433@hospital.com,642309,No
HOS0435,City Hospital 435,Karnataka,Pune,Government,306,4.1,9330468442,h434@hospital.com,724991,No
HOS0436,City Hospital 436,Maharashtra,Hyderabad,Government,82,3.3,9817506103,h435@hospital.com,535555,Yes
HOS0437,City Hospital 437,Maharashtra,Hyderabad,Private,911,3.3,9655977859,h436@hospital.com,763526,Yes
HOS0438,City Hospital 438,Uttar Pradesh,Hyderabad,Private,431,4.4,9624915194,h437@hospital.com,435672,Yes
HOS0439,City Hospital 439,Tamil Nadu,Delhi,Government,658,4.5,9733581561,h438@hospital.com,618061,No
HOS0440,City Hospital 440,Karnataka,Delhi,Private,767,5.0,9472543607,h439@hospital.com,660055,No
HOS0441,City Hospital 441,Tamil Nadu,Pune,Private,813,3.6,9467616300,h440@hospital.com,495195,No
HOS0442,City Hospital 442,Tamil Nadu,Pune,Private,481,4.9,9830298714,h441@hospital.com,780199,Yes
HOS0443,City Hospital 443,Uttar Pradesh,Hyderabad,Private,905,3.4,9612439474,h442@hospital.com,520204,Yes
HOS0444,City Hospital 444,Karnataka,Delhi,Government,761,3.2,9927203906,h443@hospital.com,728806,No
HOS0445,City Hospital 445,West Bengal,Delhi,Private,368,4.1,9400666303,h444@hospital.com,958988,Yes
HOS0446,City Hospital 446,Karnataka,Delhi,Government,982,4.5,9496026219,h445@hospital.com,668637,Yes
HOS0447,City Hospital 447,Karnataka,Pune,Private,733,3.6,9979225858,h446@hospital.com,511627,No
HOS0448,City Hospital 448,Maharashtra,Delhi,Government,789,4.1,9408702581,h447@hospital.com,691844,Yes
HOS0449,City Hospital 449,Telangana,Pune,Private,405,4.5,9120329893,h448@hospital.com,843687,No
HOS0450,City Hospital 450,Delhi,Delhi,Private,220,4.2,9625914027,h449@hospital.com,149418,Yes
HOS0451,City Hospital 451,Karnataka,Delhi,Private,549,4.9,9594178437,h450@hospital.com,919494,Yes
HOS0452,City Hospital 452,Gujarat,Delhi,Government,747,4.5,9880801705,h451@hospital.com,350978,Yes
HOS0453,City Hospital 453,Telangana,Hyderabad,Private,404,4.4,9446454399,h452@hospital.com,812800,Yes
HOS0454,City Hospital 454,Maharashtra,Delhi,Private,681,3.3,9723743696,h453@hospital.com,465523,No
HOS0455,City Hospital 455,Karnataka,Hyderabad,Private,367,3.8,9478889589,h454@hospital.com,693697,No
HOS0456,City Hospital 456,Gujarat,Pune,Private,128,4.1,9547544695,h455@hospital.com,993562,Yes
HOS0457,City Hospital 457,Tamil Nadu,Delhi,Government,905,3.7,9586988591,h456@hospital.com,683750,No
HOS0458,City Hospital 458,Telangana,Pune,Government,869,3.6,9800267188,h457@hospital.com,273661,No
HOS0459,City Hospital 459,Maharashtra,Delhi,Government,324,4.3,9115049431,h458@hospital.com,940044,Yes
HOS0460,City Hospital 460,Uttar Pradesh,Delhi,Private,250,3.1,9145924520,h459@hospital.com,344500,No
HOS0461,City Hospital 461,Gujarat,Hyderabad,Private,54,3.4,9769641261,h460@hospital.com,692190,No
HOS0462,City Hospital 462,Delhi,Pune,Private,78,4.5,9221728150,h461@hospital.com,378461,Yes
HOS0463,City Hospital 463,Karnataka,Delhi,Private,140,3.5,9840506862,h462@hospital.com,484599,No
HOS0464,City Hospital 464,West Bengal,Pune,Private,242,4.5,9155088010,h463@hospital.com,143744,Yes
HOS0465,City Hospital 465,Gujarat,Delhi,Government,687,3.3,9474342947,h464@hospital.com,189769,Yes
HOS0466,City Hospital 466,Delhi,Hyderabad,Government,458,3.7,9875607038,h465@hospital.com,804083,Yes
HOS0467,City Hospital 467,Telangana,Delhi,Government,249,3.9,9441596038,h466@hospital.com,202762,No
HOS0468,City Hospital 468,West Bengal,Delhi,Government,200,4.2,9292339385,h467@hospital.com,950216,No
HOS0469,City Hospital 469,West Bengal,Hyderabad,Government,184,3.1,9395754957,h468@hospital.com,199425,No
HOS0470,City Hospital 470,Karnataka,Delhi,Private,668,3.8,9655124616,h469@hospital.com,680826,No
HOS0471,City Hospital 471,Karnataka,Hyderabad,Government,396,3.4,9236594027,h470@hospital.com,789897,Yes
HOS0472,City Hospital 472,Tamil Nadu,Hyderabad,Private,193,3.1,9719986779,h471@hospital.com,611770,Yes
HOS0473,City Hospital 473,Maharashtra,Delhi,Government,326,4.5,9435213424,h472@hospital.com,921117,No
HOS0474,City Hospital 474,Tamil Nadu,Delhi,Government,668,4.9,9535686237,h473@hospital.com,862918,Yes
HOS0475,City Hospital 475,Uttar Pradesh,Pune,Private,178,4.7,9714974782,h474@hospital.com,311741,No
HOS0476,City Hospital 476,Karnataka,Delhi,Government,138,3.2,9305382524,h475@hospital.com,829464,Yes
HOS0477,City Hospital 477,Uttar Pradesh,Delhi,Government,122,4.2,9575580655,h476@hospital.com,495871,Yes
HOS0478,City Hospital 478,Gujarat,Pune,Government,741,3.1,9911204981,h477@hospital.com,290132,No
HOS0479,City Hospital 479,Maharashtra,Delhi,Private,687,4.2,9688030954,h478@hospital.com,573220,No
HOS0480,City Hospital 480,Maharashtra,Hyderabad,Private,592,4.8,9469784890,h479@hospital.com,842401,Yes
HOS0481,City Hospital 481,Karnataka,Delhi,Private,765,4.4,9491223636,h480@hospital.com,143057,No
HOS0482,City Hospital 482,Tamil Nadu,Delhi,Government,389,3.6,9138376133,h481@hospital.com,126094,Yes
HOS0483,City Hospital 483,Uttar Pradesh,Delhi,Private,412,4.1,9310073724,h482@hospital.com,839526,Yes
HOS0484,City Hospital 484,West Bengal,Pune,Government,661,3.8,9945331349,h483@hospital.com,759350,Yes
HOS0485,City Hospital 485,Tamil Nadu,Hyderabad,Private,146,3.9,9966599993,h484@hospital.com,490600,No
HOS0486,City Hospital 486,Tamil Nadu,Pune,Private,895,4.1,9858986365,h485@hospital.com,625383,No
HOS0487,City Hospital 487,Karnataka,Delhi,Government,464,4.7,9420518064,h486@hospital.com,562150,No
HOS0488,City Hospital 488,Karnataka,Pune,Government,211,4.3,9176148125,h487@hospital.com,317459,No
HOS0489,City Hospital 489,Maharashtra,Hyderabad,Government,273,3.9,9529646503,h488@hospital.com,541543,No
HOS0490,City Hospital 490,Karnataka,Delhi,Private,138,4.0,9427346398,h489@hospital.com,125897,Yes
HOS0491,City Hospital 491,Telangana,Pune,Government,54,3.2,9351726111,h490@hospital.com,780724,Yes
HOS0492,City Hospital 492,Tamil Nadu,Pune,Government,137,4.7,9450223559,h491@hospital.com,793424,Yes
HOS0493,City Hospital 493,Maharashtra,Hyderabad,Private,131,3.6,9870903919,h492@hospital.com,565856,Yes
HOS0494,City Hospital 494,Gujarat,Hyderabad,Private,452,3.6,9566991187,h493@hospital.com,265975,No
HOS0495,City Hospital 495,Tamil Nadu,Pune,Government,828,4.7,9892948872,h494@hospital.com,161208,No
HOS0496,City Hospital 496,Gujarat,Hyderabad,Private,244,3.8,9710803138,h495@hospital.com,882722,Yes
HOS0497,City Hospital 497,Gujarat,Hyderabad,Government,210,4.7,9891137132,h496@hospital.com,600513,No
HOS0498,City Hospital 498,Karnataka,Delhi,Government,634,4.1,9456798017,h497@hospital.com,368701,No
HOS0499,City Hospital 499,Delhi,Hyderabad,Private,435,3.3,9304000343,h498@hospital.com,634037,No
HOS0500,City Hospital 500,Karnataka,Pune,Government,880,3.7,9483853286,h499@hospital.com,369685,Yes
HOS0501,City Hospital 501,Maharashtra,Pune,Government,905,3.6,9314521460,h500@hospital.com,156096,No
HOS0502,City Hospital 502,Tamil Nadu,Delhi,Government,695,4.8,9463233610,h501@hospital.com,253584,No
HOS0503,City Hospital 503,Tamil Nadu,Pune,Private,990,4.9,9693041793,h502@hospital.com,409035,No
HOS0504,City Hospital 504,Karnataka,Hyderabad,Government,279,4.7,9588329759,h503@hospital.com,960036,Yes
HOS0505,City Hospital 505,Delhi,Hyderabad,Government,669,4.1,9149646870,h504@hospital.com,163125,No
